{'structure': {'s_structural_homogeneity': 0.28, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	3733169552
0.0,	1381493672
0.0,	1267367790
0.0,	3159607187
0.0,	2987359987
0.0,	4088972921
0.0,	1129568555
0.0,	2133307838
0.0,	1464396326
0.0,	2468444653
0.0,	3647440608
0.0,	3786769845
0.0,	1724302242
0.0,	2664411039
0.0,	3670786100
0.0,	3542627824
0.0,	3690921184
0.0,	1039106864
0.0,	1665365766
0.0,	2247959261
0.0,	4238714545
0.0,	1910511201
0.0,	1718609743
0.0,	2816380713
0.0,	4245747331
0.0,	1242115303
0.0,	2833430502
0.0,	656161888
0.0,	2383882484
0.0,	2695965616
0.0,	2880739812
0.0,	2859953052
0.0,	1968307382
0.0,	941901286
0.0,	4003692178
0.0,	1234261875
0.0,	1932964868
0.0,	220855300
0.0,	3107785601
0.0,	228622199
0.0,	1589805325
0.0,	597730196
0.0,	1174779753
0.0,	3833934436
0.0,	3287609817
0.0,	2219286250
0.0,	227250027
0.0,	182317576
Average = 0.0
Standard deviation = 0.0
