{'structure': {'s_structural_homogeneity': 0.3, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	1234404276
0.0,	1267096552
0.0,	503754610
0.0,	2850918888
0.0,	2988974893
0.0,	2134717503
0.0,	1697603030
0.0,	1386281393
0.0,	3649613348
0.0,	46147923
0.0,	3453172377
0.0,	1480580604
0.0,	1540455572
0.0,	2061735963
0.0,	810433361
0.0,	1386355316
0.0,	1034069511
0.0,	2110540899
0.0,	1311018899
0.0,	1877532566
0.0,	2624236681
0.0,	1659336599
0.0,	566185938
0.0,	3672393689
0.0,	2480437544
0.0,	1442940206
0.0,	4294469613
0.0,	2260329906
0.0,	3995936460
0.0,	2846731647
0.0,	2260797519
0.0,	3293116978
0.0,	2094738927
0.0,	1605531239
0.0,	3899575379
0.0,	3733677705
0.0,	1012979796
0.0,	1026912405
0.0,	2899238812
0.0,	1595914099
0.0,	2614210172
0.0,	3873549954
0.0,	3676790087
0.0,	2599796613
0.0,	2844193493
0.0,	1494962599
0.0,	1845868446
0.0,	2122643312
Average = 0.0
Standard deviation = 0.0
