{'structure': {'s_structural_homogeneity': 0.22, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	1017492059
0.0,	1758051788
0.005526,	364640865
0.0,	55461619
0.0,	2933533449
0.0,	3348867395
0.0,	359304911
0.010454,	1034332166
0.0,	1562415236
0.0,	811055190
0.0,	1693284010
0.0,	1476144958
0.0,	4291801183
0.00317,	3046747106
0.0,	2362403096
0.0,	312944772
0.0,	976538926
0.0,	1190151709
0.0,	999225882
0.0,	3195901797
0.0,	3902223630
0.0,	147455485
0.0,	3173811232
0.0,	3377180817
0.0,	1100102048
0.0,	4277946398
0.004583,	4160126081
0.0,	531191895
0.0,	3182657549
0.0,	2905237697
0.0,	225507680
0.0,	2197821025
0.0,	613228591
0.0,	2335373609
0.0,	1492693853
0.0,	1891672009
0.0,	1035915278
0.0,	4210513717
0.0,	3222128217
0.0,	1859611503
0.0,	3191156742
0.0,	1319450502
0.0,	1361775314
0.0,	3130775469
0.0,	4268612411
0.00187,	2652595530
0.0,	323030030
0.0,	967640517
Average = 0.0005333958333333333
Standard deviation = 0.001829822096766779
