{'structure': {'s_structural_homogeneity': 0.2, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	3250654591
0.0,	3780235043
0.0,	2493916300
0.0,	2128571601
0.003621,	2387726604
0.0,	3162438042
0.0,	843464758
0.0,	3058866883
0.0,	1820830127
0.011347,	3248848678
0.0,	20259239
0.005112,	1189412289
0.0,	1765918216
0.0,	722013924
0.0,	4156521888
0.0,	3793713777
0.0,	1329748801
0.0,	1475490958
0.0,	4293121641
0.0,	1227410466
0.0,	385113229
0.0,	3210304341
0.0,	168020461
0.010166,	3377384714
0.0,	3597344562
0.0,	804719830
0.0,	849185846
0.0,	3072056662
0.0,	515127350
0.0,	866893394
0.0,	3464218019
0.0,	225443856
0.04854,	1000293837
0.001966,	976709590
0.0,	3598573361
0.282062,	674643714
0.0,	1946553663
0.0,	250784064
0.0,	233131815
0.0,	853238537
0.0,	2054197058
0.0,	4055077589
0.012453,	212338439
0.000817,	2241313657
0.0,	1842293870
0.0,	1288304226
0.0,	3060791091
0.0,	4199436144
Average = 0.007835083333333333
Standard deviation = 0.04067129668852948
