{'structure': {'s_structural_homogeneity': 0.24, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	3356863918
0.0,	2335340151
0.0,	1050968310
0.0,	4010509671
0.0,	4064899319
0.0,	3045345295
0.0,	2116240347
0.0,	1485719106
0.0,	3666639222
0.0,	1210720152
0.0,	4057836356
0.000594,	2000224207
0.0,	3216977146
0.0,	180986242
0.0,	2714572351
0.0,	3766356111
0.0,	1476636478
0.0,	2709057178
0.0,	1907325393
0.0,	3852297399
0.0,	1742161097
0.0,	1449138454
0.0,	533208723
0.0,	3383078437
0.0,	162469175
0.0,	3893792135
0.0,	86817821
0.0,	3171596461
0.0,	713597583
0.0,	3322175362
0.0,	2746067857
0.0,	2994822397
0.0,	3097336465
0.0,	639083190
0.0,	2965816542
0.0,	1255343357
0.0,	523591797
0.0,	705795647
0.0,	2694860793
0.0,	2695045919
0.0,	2795996315
0.0,	1390870558
0.0,	3197929863
0.0,	1814690185
0.0,	111742667
0.0,	544290343
0.0,	2956868241
0.0,	4157904194
Average = 1.2375000000000001e-05
Standard deviation = 8.483872567996293e-05
