{'structure': {'s_structural_homogeneity': 0.26, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.0,	1418561457
0.0,	3928375045
0.0,	965345657
0.0,	1333323355
0.0,	4279665919
0.0,	3972418349
0.0,	2324858116
0.0,	2987970782
0.0,	3971469859
0.0,	1312902842
0.0,	898387106
0.0,	3140679
0.0,	873778132
0.0,	3569572514
0.0,	3076394416
0.0,	3784120036
0.0,	3701118786
0.0,	3658374949
0.0,	1315489631
0.0,	871700350
0.0,	2795492283
0.0,	4037591158
0.0,	2601261226
0.0,	2341614936
0.0,	2955715692
0.0,	419442836
0.0,	2911952745
0.0,	1857014050
0.0,	3585449700
0.0,	3358577846
0.0,	2756943522
0.0,	2513982123
0.0,	3999421543
0.0,	350077873
0.0,	495657899
0.0,	1500042267
0.000392,	463365770
0.0,	2240284362
0.0,	2562335859
0.0,	1888489312
0.0,	293629570
0.0,	811509928
0.0,	2085144163
0.0,	549109136
0.0,	2068675009
0.0,	1311909981
0.0,	2489525573
0.0,	1993383199
Average = 8.166666666666666e-06
Standard deviation = 5.598784590327519e-05
