0.02,0.9998128333333334,3.940935450145823e-05
0.04,0.9998288541666667,3.3014510435647776e-05
0.06,0.9997925208333333,8.341562343254186e-05
0.08,0.9996952083333334,0.00017184815952042554
0.09,0.9995346875000001,0.00040732399861013487
0.10,0.9993971875,0.0004674195856084998
0.11,0.9981367291666666,0.0024699872447341295
0.12,0.9953289166666667,0.006479880168109253
0.13,0.9858693541666667,0.02240820278890596
0.14,0.8948369166666668,0.17549840735635766
0.15,0.6952946458333334,0.3326494771262293
0.16,0.44388072916666665,0.35894213624991955
0.17,0.1846268541666667,0.2948226219792299
0.18,0.10872420833333334,0.2129679761598519
0.19,0.014694000000000004,0.07499081959007828
0.20,0.007835083333333333,0.04067129668852948
0.21,0.0008936458333333332,0.0025784673620323317
0.22,0.0005333958333333333,0.001829822096766779
0.23,0.0,0.0
0.24,1.2375000000000001e-05,8.483872567996293e-05
0.25,0.0002236875,0.0015335242384272086
0.26,8.166666666666666e-06,5.598784590327519e-05
0.27,5.314583333333333e-05,0.0003643494767838138
0.28,0.0,0.0
0.29,0.0,0.0
0.30,0.0,0.0
