{'sim': {'pacemaker_period': 220, 'runtime': 1000000}, 'structure': {'p_structural_homogeneity': 0, 'refractory_period': 50, 'seed': None, 's_structural_homogeneity': 0.27, 'substrate_size': (200, 200, 1), 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05}}
0.0,	3375043059
0.0,	2661395317
0.0,	1594221643
0.0,	95396347
0.0,	3909887089
0.0,	2929062646
0.0,	2628036839
0.0,	1144249172
0.0,	976417907
0.0,	1113592779
0.0,	4006611635
0.0,	1257569677
0.0,	755562603
0.0,	242976633
0.0,	2385146109
0.0,	2419495753
0.0,	1559830934
0.0,	1676435430
0.0,	2965759507
0.0,	348494100
0.0,	2847013221
0.0,	1637619901
0.0,	2923246474
0.0,	1424792156
0.0,	4199424277
0.0,	4171685134
0.0,	3554311387
0.0,	1623722054
0.0,	834943209
0.0,	1276782922
0.0,	1488106363
0.0,	2855895690
0.0,	1809554524
0.0,	3766664763
0.0,	988323312
0.0,	1487063944
0.0,	2545831300
0.0,	2625261386
0.0,	2698513406
0.0,	1161117812
0.0,	2349835794
0.0,	4060538237
0.0,	1030204891
0.0,	833307601
0.0,	1622795784
0.0,	2948393399
0.0,	2906642386
0.002551,	3710213014
Average = 5.314583333333333e-05
Standard deviation = 0.0003643494767838138
