{'sim': {'pacemaker_period': 220, 'runtime': 1000000}, 'structure': {'substrate_size': (200, 200, 1), 'dysfunction_parameter': 0.05, 'refractory_period': 50, 'dysfunction_probability': 0.05, 'p_structural_homogeneity': 0, 's_structural_homogeneity': 0.23, 'seed': None}}
0.0,	2521341986
0.0,	2726593230
0.0,	1777926832
0.0,	2704497758
0.0,	2947107431
0.0,	3706161460
0.0,	1583902401
0.0,	1770220530
0.0,	4181569290
0.0,	3242342755
0.0,	3683382707
0.0,	566709529
0.0,	1946133421
0.0,	2086968846
0.0,	2278321253
0.0,	2500735936
0.0,	219862734
0.0,	1280624290
0.0,	825201573
0.0,	3971954014
0.0,	3354053746
0.0,	3035747417
0.0,	2891638602
0.0,	4152288341
0.0,	3124656112
0.0,	417412960
0.0,	3088735413
0.0,	1597999037
0.0,	2743406688
0.0,	510543561
0.0,	3734936275
0.0,	2794657128
0.0,	3425502977
0.0,	936947064
0.0,	2530881712
0.0,	3865147502
0.0,	1324963425
0.0,	1645760950
0.0,	1710853494
0.0,	81037683
0.0,	3798898725
0.0,	3695064227
0.0,	2199921197
0.0,	3010251843
0.0,	1443535324
0.0,	3792429085
0.0,	2329421530
0.0,	3767610854
Average = 0.0
Standard deviation = 0.0
